物品ID	物品名称	物品类型	稀有度	物品介绍
284	冠突龙的甲壳	素材	3	冠突龙的素材。可通过剥取获得。材质坚硬牢固，常用于防具上。
285	冠突龙的头壳	素材	3	冠突龙的素材。可通过剥取获得。材质特殊，只能用于限定的装备。
286	冠突龙的坚壳	素材	5	冠突龙的上位素材。可通过剥取获得。材质坚硬牢固，常用于防具上。
287	突击龙的坚壳	素材	5	突击龙的上位素材。可通过剥取获得。材质坚硬牢固，常用于防具上。
288	突击龙的尖角	素材	5	突击龙的上位素材。可通过剥取获得。材质特殊，只能用于限定的装备。
289	贼龙的鳞	素材	3	贼龙的素材。可通过剥取获得。是用途广泛、应用性佳的材质。
290	贼龙的皮	素材	3	贼龙的素材。可通过剥取获得。材质柔软，常用于防具上。
291	贼龙的上鳞	素材	5	贼龙的上位素材。可通过剥取获得。是用途广泛、应用性佳的材质。
292	贼龙的上皮	素材	5	贼龙的上位素材。可通过剥取获得。材质柔软，常用于防具上。
293	猫蜥龙的鳞	素材	3	猫蜥龙的素材。可通过剥取获得。是用途广泛、应用性佳的材质。
294	猫蜥龙的皮	素材	3	猫蜥龙的素材。可通过剥取获得。材质柔软，常用于防具上。
295	猫蜥龙的上鳞	素材	5	猫蜥龙的上位素材。可通过剥取获得。是用途广泛、应用性佳的材质。
296	猫蜥龙的上皮	素材	5	猫蜥龙的上位素材。可通过剥取获得。材质柔软，常用于防具上。
297	痹贼龙的鳞	素材	3	痹贼龙的素材。可通过剥取获得。是用途广泛、应用性佳的材质。
298	痹贼龙的皮	素材	3	痹贼龙的素材。可通过剥取获得。材质柔软，常用于防具上。
299	痹贼龙的麻痹牙	素材	3	痹贼龙的素材。可通过剥取获得。拥有赋予麻痹属性的性质。
300	痹贼龙的上鳞	素材	5	痹贼龙的上位素材。可通过剥取获得。是用途广泛、应用性佳的材质。
301	痹贼龙的上皮	素材	5	痹贼龙的上位素材。可通过剥取获得。材质柔软，常用于防具上。
302	大贼龙的鳞	素材	3	大贼龙的素材。主要通过剥取获得。泛用性高、用途广泛。
303	大贼龙的皮	素材	3	大贼龙的素材。主要通过报酬获得。材质柔软，常用于防具上。
304	大贼龙的鬃毛	素材	3	大贼龙的素材。容易通过破坏头部部位获得。是用途广泛、应用性佳的材质。
305	大贼龙的爪	素材	3	大贼龙的素材。容易通过破坏两只前脚部位获得。材质锐利，常用于武器上。
306	大贼龙的上鳞	素材	5	大贼龙的上位素材。主要通过剥取获得。泛用性高、用途广泛。
307	大贼龙的上皮	素材	5	大贼龙的上位素材。主要通过报酬获得。材质柔软，常用于防具上。
308	大贼龙的尖爪	素材	5	大贼龙的上位素材。容易通过破坏两只前脚部位获得。材质锐利，常用于武器上。
309	搔鸟的鳞	素材	3	搔鸟的素材。主要通过报酬获得。泛用性高、用途广泛。
310	搔鸟的皮	素材	3	搔鸟的素材。主要通过剥取获得。材质柔软，常用于防具上。
311	搔鸟的饰羽	素材	3	搔鸟的素材。容易通过破坏两只前脚部位获得。是用途广泛、应用性佳的材质。
312	搔鸟的喙	素材	3	搔鸟的素材。容易通过破坏头部部位获得。材质坚硬，常用于武器上。
313	搔鸟的上鳞	素材	5	搔鸟的上位素材。主要通过剥取获得。泛用性高、用途广泛。
314	搔鸟的上皮	素材	5	搔鸟的上位素材。主要通过报酬获得。材质柔软，常用于防具上。
315	搔鸟的大饰羽	素材	5	搔鸟的上位素材。容易通过破坏两只前脚部位获得。是用途广泛、应用性佳的材质。
316	搔鸟的大喙	素材	5	搔鸟的上位素材。容易通过破坏头部部位获得。材质坚硬，常用于武器上。
317	毒妖鸟的鳞	素材	3	毒妖鸟的素材。主要通过剥取获得。泛用性高、用途广泛。
318	毒妖鸟的甲壳	素材	3	毒妖鸟的素材。主要通过报酬获得。材质坚硬，常用于防具上。
319	毒妖鸟的羽毛	素材	3	毒妖鸟的素材。容易通过破坏两翼部位获得。是用途广泛、应用性佳的材质。
320	毒妖鸟的喉袋	素材	3	毒妖鸟的素材。容易通过破坏头部部位获得。拥有赋予毒属性的性质。
321	毒妖鸟的尾巴	素材	3	毒妖鸟的素材。容易通过切断的尾巴获得。材质特殊，常用于防具上。
322	毒妖鸟的上鳞	素材	5	毒妖鸟的上位素材。主要通过剥取获得。泛用性高、用途广泛。
323	毒妖鸟的坚壳	素材	5	毒妖鸟的上位素材。主要通过报酬获得。材质坚硬，常用于防具上。
324	毒妖鸟之翼	素材	5	毒妖鸟的上位素材。容易通过破坏两翼部位获得。是用途广泛、应用性佳的材质。
325	毒妖鸟的大喉袋	素材	5	毒妖鸟的上位素材。容易通过破坏头部部位获得。拥有赋予毒属性的性质。
326	土砂龙的甲壳	素材	3	土砂龙的素材。主要通过剥取获得。泛用性高、用途广泛。
327	土砂龙的背甲	素材	3	土砂龙的素材。主要通过报酬获得。材质坚硬，常用于防具上。
328	土砂龙的爪	素材	3	土砂龙的素材。容易通过破坏两只前脚部位获得。材质坚实，常用于武器上。
329	土砂龙的头壳	素材	3	土砂龙的素材。容易通过破坏的头壳获得。材质硬实，常用于武器上。
330	土砂龙的尾巴	素材	3	土砂龙的素材。容易通过切断的尾巴获得。材质强韧，常用于防具上。
331	肥沃的泥	素材	3	土砂龙的素材。容易通过破坏泥获得。材质特殊，只能用于限定的装备。
332	土砂龙的坚壳	素材	5	土砂龙的上位素材。主要通过剥取获得。泛用性高、用途广泛。
333	土砂龙的坚甲	素材	5	土砂龙的上位素材。主要通过报酬获得。材质坚硬，常用于防具上。
334	土砂龙的锐爪	素材	5	土砂龙的上位素材。容易通过破坏两只前脚部位获得。材质坚实，常用于武器上。
335	泥鱼龙的鳞	素材	3	泥鱼龙的素材。主要通过剥取获得。是用途广泛、泛用性佳的材质。
336	泥鱼龙的甲壳	素材	3	泥鱼龙的素材。主要通过报酬获得。材质坚实，常用于防具上。
337	泥鱼龙的牙	素材	3	泥鱼龙的素材。容易通过破坏头部部位获得。材质锐利，常用于武器上。
338	泥鱼龙的鳍	素材	3	泥鱼龙的素材。容易通过破坏背部部位获得。是用途广泛、应用性佳的材质。
339	泥鱼龙的上鳞	素材	5	泥鱼龙的上位素材。主要通过剥取获得。是用途广泛、泛用性佳的材质。
340	泥鱼龙的坚壳	素材	5	泥鱼龙的上位素材。主要通过报酬获得。材质坚实，常用于防具上。
341	泥鱼龙的锐牙	素材	5	泥鱼龙的上位素材。容易通过破坏头部部位获得。材质锐利，常用于武器上。
342	泥鱼龙的上鳍	素材	5	泥鱼龙的上位素材。容易通过破坏背部部位获得。是用途广泛、应用性佳的材质。
343	飞雷龙的鳞	素材	3	飞雷龙的素材。主要通过剥取获得。泛用性高、用途广泛。
344	飞雷龙的毛皮	素材	3	飞雷龙的素材。主要通过报酬获得。雷耐性高的材质，常用于防具上。
345	飞雷龙的皮膜	素材	3	飞雷龙的素材。主要通过剥取获得。材质柔软，常用于防具上。
346	飞雷龙的爪	素材	3	飞雷龙的素材。容易通过破坏两只前脚部位获得。材质锐利，常用于武器上。
347	飞雷龙的电极针	素材	3	飞雷龙的素材。容易通过破坏头部部位获得。拥有赋予雷属性的性质。
348	飞雷龙的上鳞	素材	5	飞雷龙的上位素材。主要通过剥取获得。泛用性高、用途广泛。
349	飞雷龙的上毛皮	素材	5	飞雷龙的上位素材。主要通过报酬获得。雷耐性高的材质，常用于防具上。
350	飞雷龙的尖爪	素材	5	飞雷龙的上位素材。容易通过破坏两只前脚部位获得。材质锐利，常用于武器上。
351	飞雷龙的雷极针	素材	5	飞雷龙的上位素材。容易通过破坏头部部位获得。拥有赋予雷属性的性质。
352	蛮颚龙的鳞	素材	3	蛮颚龙的素材。主要通过剥取获得。泛用性高、用途广泛。
353	蛮颚龙的毛皮	素材	3	蛮颚龙的素材。主要通过报酬获得。耐热性高，常用于防具上。
354	蛮颚龙的牙	素材	3	蛮颚龙的素材。容易通过破坏头部部位获得。材质锐利，常用于武器上。
355	蛮颚龙的鼻骨	素材	3	蛮颚龙的素材。容易通过破坏头部部位获得。材质特殊，处理素材需具备技术。
356	蛮颚龙的尾巴	素材	3	蛮颚龙的素材。容易通过切断的尾巴获得。材质强韧，常用于防具上。
357	蛮颚龙的逆鳞	素材	4	蛮颚龙的素材。不容易获得的稀有珍品。是强化武具的关键素材。
358	蛮颚龙的上鳞	素材	5	蛮颚龙的上位素材。主要通过剥取获得。泛用性高、用途广泛。
359	蛮颚龙的上毛皮	素材	5	蛮颚龙的上位素材。主要通过报酬获得。耐热性高，常用于防具上。
360	蛮颚龙的锐牙	素材	5	蛮颚龙的上位素材。容易通过破坏头部部位获得。材质锐利，常用于武器上。
361	蛮颚龙的大鼻骨	素材	5	蛮颚龙的上位素材。容易通过破坏头部部位获得。材质特殊，只能用于限定的装备。
362	蛮颚龙的宝玉	素材	6	蛮颚龙的上位素材。据说是在体内生成的稀有玉石。可飞跃性地提高武器性能。
363	雌火龙的鳞	素材	3	雌火龙的素材。主要通过剥取获得。泛用性高、用途广泛。
364	雌火龙的甲壳	素材	3	雌火龙的素材。主要通过报酬获得。材质坚硬，常用于防具上。
365	雌火龙的翼膜	素材	3	雌火龙的素材。容易通过破坏两翼部位获得。材质柔软，常用于防具上。
366	雌火龙的棘	素材	3	雌火龙的素材。容易通过切断的尾巴获得。拥有赋予毒属性的性质。
367	雌火龙的逆鳞	素材	4	雌火龙的素材。不容易获得的稀有珍品。是强化武具的关键素材。
368	雌火龙的上鳞	素材	5	雌火龙的上位素材。主要通过剥取获得。泛用性高、用途广泛。
369	雌火龙的坚壳	素材	5	雌火龙的上位素材。主要通过报酬获得。材质坚硬，常用于防具上。
370	雌火龙的上棘	素材	5	雌火龙的上位素材。容易通过切断的尾巴获得。拥有赋予毒属性的性质。
371	雌火龙的红玉	素材	6	雌火龙的上位素材。据说是在体内生成的稀有玉石。可飞跃性地提高武器性能。
372	樱火龙的上鳞	素材	5	樱火龙的上位素材。主要通过剥取获得。泛用性高、用途广泛。
373	樱火龙的坚壳	素材	5	樱火龙的上位素材。主要通过报酬获得。材质坚硬，常用于防具上。
374	眩鸟的鳞	素材	3	眩鸟的素材。主要通过剥取获得。泛用性高、用途广泛。
375	眩鸟的皮	素材	3	眩鸟的素材。主要通过报酬获得。材质柔软，常用于防具上。
376	眩鸟的爪	素材	3	眩鸟的素材。主要通过剥取获得。材质锐利，常用于武器上。
377	眩鸟的发光膜	素材	3	眩鸟的素材。容易通过破坏发光器官获得。材质特殊，被广泛使用。
378	眩鸟的上鳞	素材	5	眩鸟的上位素材。主要通过剥取获得。泛用性高、用途广泛。
379	眩鸟的上皮	素材	5	眩鸟的上位素材。主要通过报酬获得。材质柔软，常用于防具上。
380	眩鸟的尖爪	素材	5	眩鸟的上位素材。主要通过剥取获得。材质锐利，常用于武器上。
381	眩鸟的闪光膜	素材	5	眩鸟的上位素材。容易通过破坏发光器官获得。材质特殊，被广泛使用。
382	浮空龙的毛皮	素材	3	浮空龙的素材。主要通过报酬获得。泛用性高、用途广泛。
383	浮空龙的鳞	素材	3	浮空龙的素材。主要通过剥取获得。材质坚硬，常用于防具上。
384	胶质甲壳	素材	3	浮空龙的素材。容易通过破坏尾巴部位获得。是用途广泛、应用性佳的材质。
385	浮空龙的翼膜	素材	3	浮空龙的素材。容易通过破坏两翼获得。材质轻巧，常用于制防具上。
386	浮空龙的上毛皮	素材	5	浮空龙的上位素材。主要通过报酬获得。泛用性高、用途广泛。
387	浮空龙的上鳞	素材	5	浮空龙的上位素材。主要通过剥取获得。材质坚硬，常用于防具上。
388	胶质坚壳	素材	5	浮空龙的上位素材。容易通过破坏尾巴部位获得。是用途广泛、应用性佳的材质。
389	浮空龙之翼	素材	5	浮空龙的上位素材。容易通过破坏两翼获得。材质轻巧，常用于防具上。
390	大痹贼龙的鳞	素材	3	大痹贼龙的素材。主要通过剥取获得。泛用性高、用途广泛。
391	大痹贼龙的皮	素材	3	大痹贼龙的素材。主要通过报酬获得。材质柔软，常用于防具上。
392	大痹贼龙的头巾壳	素材	3	大痹贼龙的素材。容易通过破坏头部部位获得。材质特殊，处理素材需具备技术。
393	大痹贼龙的牙	素材	3	大痹贼龙的素材。容易通过破坏头部部位获得。拥有赋予麻痹属性的性质。
394	大痹贼龙的尾巴	素材	3	大痹贼龙的素材。容易通过切断的尾巴获得。材质强韧，常用于防具上。
395	大痹贼龙的上鳞	素材	5	大痹贼龙的上位素材。主要通过剥取获得。泛用性高、用途广泛。
396	大痹贼龙的上皮	素材	5	大痹贼龙的上位素材。主要通过报酬获得。材质柔软，常用于防具上。
397	大痹贼龙的大头巾	素材	5	大痹贼龙的上位素材。容易通过破坏头部位获得。材质特殊，只能用于限定的装备。
398	大痹贼龙的锐牙	素材	5	大痹贼龙的上位素材。容易通过破坏头获得。拥有赋予麻痹属性的性质。
399	骨锤龙的鳞	素材	3	骨锤龙的素材。主要通过剥取获得。泛用性高、用途广泛。
400	骨锤龙的甲壳	素材	3	骨锤龙的素材。主要通过报酬获得。材质坚硬，常用于防具上。
