物品ID	物品名称	物品类型	稀有度	物品介绍
274	巨甲蟲的堅殼	素材	5	巨甲蟲的進階素材。可經由剝取獲得。是用途廣泛、應用性佳的材質。
275	巨甲蟲的薄羽	素材	5	巨甲蟲的進階素材。可經由剝取獲得。材質輕巧銳利，常用於武器上。
276	咬魚的皮	素材	3	咬魚的素材。可經由剝取獲得。耐水性佳，常用於防具上。
277	咬魚的鬚	素材	3	咬魚的素材。可經由剝取獲得。材質堅實，常用於防具上。
278	咬魚的上皮	素材	5	咬魚的進階素材。可經由剝取獲得。耐水性佳，常用於防具上。
279	咬魚的大鬚	素材	5	咬魚的進階素材。可經由剝取獲得。材質堅實，常用於防具上。
280	翼龍的皮	素材	3	翼龍種的素材。可經由剝取獲得。材質輕巧，常用於防具上。
281	翼龍的上皮	素材	5	翼龍種的進階素材。可經由剝取獲得。材質輕巧，常用於防具上。
282	酸翼龍的上皮	素材	5	酸翼龍的進階素材。可經由剝取獲得。材質柔軟，常用於防具上。
283	酸翼龍的尖爪	素材	5	酸翼龍的進階素材。可經由剝取獲得。材質特殊，只能用於限定的裝備。
284	冠突龍的甲殼	素材	3	冠突龍的素材。可經由剝取獲得。材質堅硬牢固，常用於防具上。
285	冠突龍的頭殼	素材	3	冠突龍的素材。可經由剝取獲得。材質特殊，只能用於限定的裝備。
286	冠突龍的堅殼	素材	5	冠突龍的進階素材。可經由剝取獲得。材質堅硬牢固，常用於防具上。
287	突擊龍的堅殼	素材	5	突擊龍的進階素材。可經由剝取獲得。材質堅硬牢固，常用於防具上。
288	突擊龍的尖角	素材	5	突擊龍的進階素材。可經由剝取獲得。材質特殊，只能用於限定的裝備。
289	凶豺龍的鱗	素材	3	凶豺龍的素材。可經由剝取獲得。是用途廣泛、應用性佳的材質。
290	凶豺龍的皮	素材	3	凶豺龍的素材。可經由剝取獲得。材質柔軟，常用於防具上。
291	凶豺龍的上鱗	素材	5	凶豺龍的進階素材。可經由剝取獲得。是用途廣泛、應用性佳的材質。
292	凶豺龍的上皮	素材	5	凶豺龍的進階素材。可經由剝取獲得。材質柔軟，常用於防具上。
293	貓蜥龍的鱗	素材	3	貓蜥龍的素材。可經由剝取獲得。是用途廣泛、應用性佳的材質。
294	貓蜥龍的皮	素材	3	貓蜥龍的素材。可經由剝取獲得。材質柔軟，常用於防具上。
295	貓蜥龍的上鱗	素材	5	貓蜥龍的進階素材。可經由剝取獲得。是用途廣泛、應用性佳的材質。
296	貓蜥龍的上皮	素材	5	貓蜥龍的進階素材。可經由剝取獲得。材質柔軟，常用於防具上。
297	凶顎龍的鱗	素材	3	凶顎龍的素材。可經由剝取獲得。是用途廣泛、應用性佳的材質。
298	凶顎龍的皮	素材	3	凶顎龍的素材。可經由剝取獲得。材質柔軟，常用於防具上。
299	凶顎龍的麻痺牙	素材	3	凶顎龍的素材。可經由剝取獲得。擁有賦予麻痺屬性的性質。
300	凶顎龍的上鱗	素材	5	凶顎龍的進階素材。可經由剝取獲得。是用途廣泛、應用性佳的材質。
301	凶顎龍的上皮	素材	5	凶顎龍的進階素材。可經由剝取獲得。材質柔軟，常用於防具上。
302	大凶豺龍的鱗	素材	3	大凶豺龍的素材。主要經由剝取獲得。泛用性高、用途廣泛。
303	大凶豺龍的皮	素材	3	大凶豺龍的素材。主要經由報酬獲得。材質柔軟，常用於防具上。
304	大凶豺龍的鬃毛	素材	3	大凶豺龍的素材。容易經由破壞頭部部位獲得。是用途廣泛、應用性佳的材質。
305	大凶豺龍的爪	素材	3	大凶豺龍的素材。容易經由破壞兩隻前腳部位獲得。材質銳利，常用於武器上。
306	大凶豺龍的上鱗	素材	5	大凶豺龍的進階素材。主要經由剝取獲得。泛用性高、用途廣泛。
307	大凶豺龍的上皮	素材	5	大凶豺龍的進階素材。主要經由報酬獲得。材質柔軟，常用於防具上。
308	大凶豺龍的尖爪	素材	5	大凶豺龍的進階素材。容易經由破壞兩隻前腳部位獲得。材質銳利，常用於武器上。
309	搔鳥的鱗	素材	3	搔鳥的素材。主要經由報酬獲得。泛用性高、用途廣泛。
310	搔鳥的皮	素材	3	搔鳥的素材。主要經由剝取獲得。材質柔軟，常用於防具上。
311	搔鳥的飾羽	素材	3	搔鳥的素材。容易經由破壞兩隻前腳部位獲得。是用途廣泛、應用性佳的材質。
312	搔鳥的喙	素材	3	搔鳥的素材。容易經由破壞頭部部位獲得。材質堅硬，常用於武器上。
313	搔鳥的上鱗	素材	5	搔鳥的進階素材。主要經由剝取獲得。泛用性高、用途廣泛。
314	搔鳥的上皮	素材	5	搔鳥的進階素材。主要經由報酬獲得。材質柔軟，常用於防具上。
315	搔鳥的大飾羽	素材	5	搔鳥的進階素材。容易經由破壞兩隻前腳部位獲得。是用途廣泛、應用性佳的材質。
316	搔鳥的大喙	素材	5	搔鳥的進階素材。容易經由破壞頭部部位獲得。材質堅硬，常用於武器上。
317	毒妖鳥的鱗	素材	3	毒妖鳥的素材。主要經由剝取獲得。泛用性高、用途廣泛。
318	毒妖鳥的甲殼	素材	3	毒妖鳥的素材。主要經由報酬獲得。材質堅硬，常用於防具上。
319	毒妖鳥的羽毛	素材	3	毒妖鳥的素材。容易經由破壞兩翼部位獲得。是用途廣泛、應用性佳的材質。
320	毒妖鳥的喉袋	素材	3	毒妖鳥的素材。容易經由破壞頭部部位獲得。擁有賦予毒屬性的性質。
321	毒妖鳥的尾巴	素材	3	毒妖鳥的素材。容易經由切斷的尾巴獲得。材質特殊，常用於防具上。
322	毒妖鳥的上鱗	素材	5	毒妖鳥的進階素材。主要經由剝取獲得。泛用性高、用途廣泛。
323	毒妖鳥的堅殼	素材	5	毒妖鳥的進階素材。主要經由報酬獲得。材質堅硬，常用於防具上。
324	毒妖鳥之翼	素材	5	毒妖鳥的進階素材。容易經由破壞兩翼部位獲得。是用途廣泛、應用性佳的材質。
325	毒妖鳥的大喉袋	素材	5	毒妖鳥的進階素材。容易經由破壞頭部部位獲得。擁有賦予毒屬性的性質。
326	土砂龍的甲殼	素材	3	土砂龍的素材。主要經由剝取獲得。泛用性高、用途廣泛。
327	土砂龍的背甲	素材	3	土砂龍的素材。主要經由報酬獲得。材質堅硬，常用於防具上。
328	土砂龍的爪	素材	3	土砂龍的素材。容易經由破壞兩隻前腳部位獲得。材質堅實，常用於武器上。
329	土砂龍的頭殼	素材	3	土砂龍的素材。容易經由破壞的頭殼獲得。材質硬實，常用於武器上。
330	土砂龍的尾巴	素材	3	土砂龍的素材。容易經由切斷的尾巴獲得。材質強韌，常用於防具上。
331	肥沃的泥	素材	3	土砂龍的素材。容易經由破壞泥獲得。材質特殊，只能用於限定的裝備。
332	土砂龍的堅殼	素材	5	土砂龍的進階素材。主要經由剝取獲得。泛用性高、用途廣泛。
333	土砂龍的堅甲	素材	5	土砂龍的進階素材。主要經由報酬獲得。材質堅硬，常用於防具上。
334	土砂龍的銳爪	素材	5	土砂龍的進階素材。容易經由破壞兩隻前腳部位獲得。材質堅實，常用於武器上。
335	泥魚龍的鱗	素材	3	泥魚龍的素材。主要經由剝取獲得。是用途廣泛、泛用性佳的材質。
336	泥魚龍的甲殼	素材	3	泥魚龍的素材。主要經由報酬獲得。材質堅實，常用於防具上。
337	泥魚龍的牙	素材	3	泥魚龍的素材。容易經由破壞頭部部位獲得。材質銳利，常用於武器上。
338	泥魚龍的鰭	素材	3	泥魚龍的素材。容易經由破壞背部部位獲得。是用途廣泛、應用性佳的材質。
339	泥魚龍的上鱗	素材	5	泥魚龍的進階素材。主要經由剝取獲得。是用途廣泛、泛用性佳的材質。
340	泥魚龍的堅殼	素材	5	泥魚龍的進階素材。主要經由報酬獲得。材質堅實，常用於防具上。
341	泥魚龍的銳牙	素材	5	泥魚龍的進階素材。容易經由破壞頭部部位獲得。材質銳利，常用於武器上。
342	泥魚龍的上鰭	素材	5	泥魚龍的進階素材。容易經由破壞背部部位獲得。是用途廣泛、應用性佳的材質。
343	飛雷龍的鱗	素材	3	飛雷龍的素材。主要經由剝取獲得。泛用性高、用途廣泛。
344	飛雷龍的毛皮	素材	3	飛雷龍的素材。主要經由報酬獲得。雷耐性高的材質，常用於防具上。
345	飛雷龍的皮膜	素材	3	飛雷龍的素材。主要經由剝取獲得。材質柔軟，常用於防具上。
346	飛雷龍的爪	素材	3	飛雷龍的素材。容易經由破壞兩隻前腳部位獲得。材質銳利，常用於武器上。
347	飛雷龍的電極針	素材	3	飛雷龍的素材。容易經由破壞頭部部位獲得。擁有賦予雷屬性的性質。
348	飛雷龍的上鱗	素材	5	飛雷龍的進階素材。主要經由剝取獲得。泛用性高、用途廣泛。
349	飛雷龍的上毛皮	素材	5	飛雷龍的進階素材。主要經由報酬獲得。雷耐性高的材質，常用於防具上。
350	飛雷龍的尖爪	素材	5	飛雷龍的進階素材。容易經由破壞兩隻前腳部位獲得。材質銳利，常用於武器上。
351	飛雷龍的雷極針	素材	5	飛雷龍的進階素材。容易經由破壞頭部部位獲得。擁有賦予雷屬性的性質。
352	蠻顎龍的鱗	素材	3	蠻顎龍的素材。主要經由剝取獲得。泛用性高、用途廣泛。
353	蠻顎龍的毛皮	素材	3	蠻顎龍的素材。主要經由報酬獲得。耐熱性高，常用於防具上。
354	蠻顎龍的牙	素材	3	蠻顎龍的素材。容易經由破壞頭部部位獲得。材質銳利，常用於武器上。
355	蠻顎龍的鼻骨	素材	3	蠻顎龍的素材。容易經由破壞頭部部位獲得。材質特殊，處理素材需具備技術。
356	蠻顎龍的尾巴	素材	3	蠻顎龍的素材。容易經由切斷的尾巴獲得。材質強韌，常用於防具上。
357	蠻顎龍的逆鱗	素材	4	蠻顎龍的素材。不容易獲得的稀有珍品。是強化武具的關鍵素材。
358	蠻顎龍的上鱗	素材	5	蠻顎龍的進階素材。主要經由剝取獲得。泛用性高、用途廣泛。
359	蠻顎龍的上毛皮	素材	5	蠻顎龍的進階素材。主要經由報酬獲得。耐熱性高，常用於防具上。
360	蠻顎龍的銳牙	素材	5	蠻顎龍的進階素材。容易經由破壞頭部部位獲得。材質銳利，常用於武器上。
361	蠻顎龍的大鼻骨	素材	5	蠻顎龍的進階素材。容易經由破壞頭部部位獲得。材質特殊，只能用於限定的裝備。
362	蠻顎龍的寶玉	素材	6	蠻顎龍的進階素材。據說是在體內生成的稀有玉石。可飛躍性地提高武器性能。
363	雌火龍的鱗	素材	3	雌火龍的素材。主要經由剝取獲得。泛用性高、用途廣泛。
364	雌火龍的甲殼	素材	3	雌火龍的素材。主要經由報酬獲得。材質堅硬，常用於防具上。
365	雌火龍的翼膜	素材	3	雌火龍的素材。容易經由破壞兩翼部位獲得。材質柔軟，常用於防具上。
366	雌火龍的棘	素材	3	雌火龍的素材。容易經由切斷的尾巴獲得。擁有賦予毒屬性的性質。
367	雌火龍的逆鱗	素材	4	雌火龍的素材。不容易獲得的稀有珍品。是強化武具的關鍵素材。
368	雌火龍的上鱗	素材	5	雌火龍的進階素材。主要經由剝取獲得。泛用性高、用途廣泛。
369	雌火龍的堅殼	素材	5	雌火龍的進階素材。主要經由報酬獲得。材質堅硬，常用於防具上。
370	雌火龍的上棘	素材	5	雌火龍的進階素材。容易經由切斷的尾巴獲得。擁有賦予毒屬性的性質。
371	雌火龍的紅玉	素材	6	雌火龍的進階素材。據說是在體內生成的稀有玉石。可飛躍性地提高武器性能。
372	櫻火龍的上鱗	素材	5	櫻火龍的進階素材。主要經由剝取獲得。泛用性高、用途廣泛。
373	櫻火龍的堅殼	素材	5	櫻火龍的進階素材。主要經由報酬獲得。材質堅硬，常用於防具上。
374	眩鳥的鱗	素材	3	眩鳥的素材。主要經由剝取獲得。泛用性高、用途廣泛。
375	眩鳥的皮	素材	3	眩鳥的素材。主要經由報酬獲得。材質柔軟，常用於防具上。
376	眩鳥的爪	素材	3	眩鳥的素材。主要經由剝取獲得。材質銳利，常用於武器上。
377	眩鳥的發光膜	素材	3	眩鳥的素材。容易經由破壞發光器官獲得。材質特殊，被廣泛使用。
378	眩鳥的上鱗	素材	5	眩鳥的進階素材。主要經由剝取獲得。泛用性高、用途廣泛。
379	眩鳥的上皮	素材	5	眩鳥的進階素材。主要經由報酬獲得。材質柔軟，常用於防具上。
380	眩鳥的尖爪	素材	5	眩鳥的進階素材。主要經由剝取獲得。材質銳利，常用於武器上。
381	眩鳥的閃光膜	素材	5	眩鳥的進階素材。容易經由破壞發光器官獲得。材質特殊，被廣泛使用。
382	浮空龍的毛皮	素材	3	浮空龍的素材。主要經由報酬獲得。泛用性高、用途廣泛。
383	浮空龍的鱗	素材	3	浮空龍的素材。主要經由剝取獲得。材質堅硬，常用於防具上。
384	膠質甲殼	素材	3	浮空龍的素材。容易經由破壞尾巴部位獲得。是用途廣泛、應用性佳的材質。
385	浮空龍的翼膜	素材	3	浮空龍的素材。容易經由破壞兩翼獲得。材質輕巧，常用於製防具上。
386	浮空龍的上毛皮	素材	5	浮空龍的進階素材。主要經由報酬獲得。泛用性高、用途廣泛。
387	浮空龍的上鱗	素材	5	浮空龍的進階素材。主要經由剝取獲得。材質堅硬，常用於防具上。
388	膠質堅殼	素材	5	浮空龍的進階素材。容易經由破壞尾巴部位獲得。是用途廣泛、應用性佳的材質。
389	浮空龍之翼	素材	5	浮空龍的進階素材。容易經由破壞兩翼獲得。材質輕巧，常用於防具上。
390	大凶顎龍的鱗	素材	3	大凶顎龍的素材。主要經由剝取獲得。泛用性高、用途廣泛。
391	大凶顎龍的皮	素材	3	大凶顎龍的素材。主要經由報酬獲得。材質柔軟，常用於防具上。
392	大凶顎龍的頭巾殼	素材	3	大凶顎龍的素材。容易經由破壞頭部部位獲得。材質特殊，處理素材需具備技術。
393	大凶顎龍的牙	素材	3	大凶顎龍的素材。容易經由破壞頭部部位獲得。擁有賦予麻痺屬性的性質。
394	大凶顎龍的尾巴	素材	3	大凶顎龍的素材。容易經由切斷的尾巴獲得。材質強韌，常用於防具上。
395	大凶顎龍的上鱗	素材	5	大凶顎龍的進階素材。主要經由剝取獲得。泛用性高、用途廣泛。
396	大凶顎龍的上皮	素材	5	大凶顎龍的進階素材。主要經由報酬獲得。材質柔軟，常用於防具上。
397	大凶顎龍的大頭巾	素材	5	大凶顎龍的進階素材。容易經由破壞頭部位獲得。材質特殊，只能用於限定的裝備。
398	大凶顎龍的銳牙	素材	5	大凶顎龍的進階素材。容易經由破壞頭獲得。擁有賦予麻痺屬性的性質。
399	骨鎚龍的鱗	素材	3	骨鎚龍的素材。主要經由剝取獲得。泛用性高、用途廣泛。
400	骨鎚龍的甲殼	素材	3	骨鎚龍的素材。主要經由報酬獲得。材質堅硬，常用於防具上。
401	骨鎚龍的黑油殼	素材	3	骨鎚龍的素材。容易經由切斷的尾巴獲得。耐衝性佳，常用於防具上。
